duration,flag_OTH,flag_REJ,flag_RSTO,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,src_bytes,dst_bytes,hot,logged_in,num_compromised,root_shell,num_access_files,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,source
2,0,0,0,0,0,0,0,0,0,1,0,8127,0,1,0,0,1,74,2,1.0,0.93,0.4,0.0,0.27,0.16,0.0,52,12,0.28,0.05,0.11,0.0,0.98,1.0,0.5,0.47,0,gan
0,0,0,0,1,1,0,1,0,1,1,43232,0,0,1,0,1,0,134,10,0.97,0.12,0.67,0.17,0.1,0.3,0.09,89,131,0.11,0.09,0.07,0.0,0.67,0.01,0.34,0.32,0,gan
12,0,0,0,0,1,0,0,0,0,1,49640,5840,1,0,1,0,0,29,14,0.0,0.95,0.08,0.2,0.18,0.14,0.09,133,116,0.0,0.08,0.09,0.0,0.98,0.0,0.42,0.03,0,gan
2,0,0,0,0,1,0,0,0,0,1,53776,7300,0,0,0,0,1,263,1,0.0,0.89,1.0,0.5,0.32,0.29,0.09,246,59,0.3,0.05,0.03,0.0,0.02,0.02,0.42,0.45,0,gan
6,0,0,0,1,0,0,0,0,0,0,29200,8315,2,0,1,0,1,206,17,0.92,0.92,0.05,0.1,0.13,0.4,0.12,254,66,0.06,0.79,0.03,0.0,1.0,0.0,0.5,0.0,0,gan
6,0,0,0,0,1,0,0,0,0,0,0,4380,2,1,1,1,1,232,30,0.2,0.45,0.0,0.2,0.44,0.09,0.15,201,11,0.06,0.04,0.03,1.0,0.02,0.0,0.08,0.03,0,gan
0,0,0,0,0,0,0,0,0,1,1,0,7300,2,1,0,0,0,37,1,0.95,1.0,0.0,0.4,0.42,0.11,1.0,26,66,0.15,0.06,0.05,0.0,0.99,0.0,0.47,0.17,0,gan
2,0,0,0,0,0,1,0,0,0,0,49640,2920,1,1,1,0,0,134,22,0.0,0.89,0.08,0.11,0.0,0.21,0.18,144,249,0.67,0.18,0.02,1.0,0.82,0.01,0.04,0.08,0,gan
2,0,1,0,1,0,1,0,0,0,0,54540,5840,0,0,0,1,1,51,14,0.97,0.25,0.17,0.4,0.18,0.13,0.15,214,20,0.3,0.07,0.02,0.0,0.67,0.0,0.01,0.16,0,gan
0,0,0,0,0,0,0,1,0,1,1,43232,8127,2,1,0,1,1,129,28,0.17,0.0,0.5,0.67,0.11,0.25,0.29,169,251,0.2,0.05,0.25,0.0,0.67,0.02,0.34,0.5,0,gan
8,0,0,0,0,0,1,0,0,0,0,29200,5840,2,0,1,0,1,148,4,0.71,0.25,0.07,0.75,0.33,0.05,0.67,166,47,0.16,0.05,1.0,0.0,0.01,0.0,0.05,0.06,0,gan
4,0,0,0,1,1,0,1,0,0,0,54540,5840,2,1,0,0,1,221,28,0.0,0.89,0.0,0.08,0.24,0.16,0.13,155,21,0.06,0.01,0.09,1.0,0.0,0.02,0.42,0.11,0,gan
12,0,1,0,0,0,0,0,0,1,1,54060,8314,2,1,0,0,0,262,14,0.99,0.0,0.25,0.4,0.52,0.04,0.4,132,54,0.18,0.07,1.0,0.0,1.0,1.0,0.08,0.16,0,gan
12,0,1,0,0,1,0,0,0,0,1,49640,8314,2,1,1,1,0,141,7,0.97,0.46,0.02,0.75,0.4,0.16,0.25,13,26,0.11,0.33,0.01,0.0,1.0,0.01,0.03,0.0,0,gan
6,0,0,0,0,0,1,1,0,0,1,0,5840,0,1,1,1,0,46,9,0.98,0.67,0.07,0.33,0.47,0.07,0.18,214,15,0.22,0.18,0.06,1.0,1.0,0.03,0.95,0.01,0,gan
0,0,0,0,0,0,0,0,0,0,0,54540,0,2,0,0,1,1,175,23,0.93,0.65,0.03,0.33,0.21,0.3,0.4,175,155,0.04,0.01,0.0,0.0,0.67,0.02,0.34,0.11,0,gan
8,0,0,0,0,0,0,0,0,0,0,36256,8314,1,0,1,0,0,297,24,0.95,0.93,0.6,0.75,0.05,0.38,0.22,15,65,0.82,0.0,0.03,1.0,0.98,0.0,0.33,0.19,0,gan
12,0,0,0,0,0,0,0,0,0,0,54060,7300,0,0,1,0,0,69,11,0.14,0.65,0.02,0.1,0.04,0.67,0.09,49,131,0.26,0.18,0.08,1.0,1.0,0.02,0.0,0.19,0,gan
0,0,0,0,0,0,0,1,0,0,0,54060,8315,0,0,1,0,1,87,17,0.17,0.65,0.0,0.4,0.93,0.67,0.75,90,85,0.25,0.08,0.5,1.0,0.01,0.01,0.06,0.19,0,gan
5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,40,22,0.95,0.2,0.03,0.07,0.39,0.15,0.4,243,1,1.0,0.08,0.03,0.0,0.99,0.03,0.19,0.11,0,gan
12,0,0,0,0,0,0,0,0,0,0,53208,0,0,1,0,1,1,114,19,0.0,0.5,0.03,0.17,0.15,0.07,0.2,249,25,0.12,0.79,0.0,0.0,0.03,0.0,0.11,0.32,0,gan
12,0,0,0,0,0,0,0,0,0,1,43232,8315,0,0,0,0,0,73,30,0.0,0.9,0.02,0.14,0.29,0.16,0.18,155,85,0.07,0.0,0.02,0.0,0.02,1.0,0.47,0.42,0,gan
12,0,0,0,0,0,0,1,0,0,1,0,5840,0,0,0,1,0,221,22,0.93,0.14,0.17,0.5,0.05,0.13,0.4,104,7,0.15,0.06,1.0,1.0,0.67,0.0,0.19,0.06,0,gan
4,0,1,0,0,0,0,0,0,0,1,36256,0,1,0,0,0,0,47,17,0.88,0.36,0.0,1.0,0.12,0.1,0.06,228,57,0.15,1.0,0.02,0.0,0.01,0.0,0.0,0.19,0,gan
12,0,0,0,0,0,0,1,0,0,1,43232,8315,2,1,1,1,0,246,19,0.0,0.59,0.02,0.11,0.27,0.12,0.06,70,34,0.25,0.01,0.11,1.0,0.99,0.0,0.04,0.11,0,gan
6,0,0,0,1,1,1,0,0,0,0,36256,8314,0,0,0,0,0,60,3,0.97,0.0,1.0,0.05,0.26,0.18,0.15,132,3,0.28,0.04,0.03,0.0,0.01,0.02,0.19,0.34,0,gan
6,0,1,0,1,0,1,0,0,1,1,53776,0,0,1,1,0,1,102,25,0.93,0.92,0.08,0.25,0.01,0.18,1.0,50,68,0.28,0.0,0.02,0.0,0.67,1.0,0.32,0.45,0,gan
6,0,0,0,0,0,1,1,0,1,1,29200,8127,0,1,0,0,0,115,17,1.0,0.12,0.25,0.33,0.01,0.43,0.18,154,237,0.04,0.07,0.05,0.0,0.82,0.0,0.08,0.04,0,gan
12,0,0,0,1,0,0,0,0,0,0,29200,0,2,1,1,0,1,99,20,0.5,1.0,0.17,1.0,0.09,0.44,0.6,49,2,0.82,0.06,0.11,1.0,0.99,0.0,1.0,0.42,0,gan
4,0,1,0,0,0,0,0,0,1,1,0,8127,2,0,0,1,0,292,28,0.2,0.8,0.33,0.67,0.29,0.1,0.4,118,33,0.23,0.18,0.04,0.0,1.0,0.03,0.08,0.06,0,gan
0,0,1,0,0,0,1,1,0,0,0,36256,0,1,1,1,0,0,114,3,0.75,0.36,0.0,0.0,0.0,0.2,0.2,127,26,0.25,0.04,0.05,0.0,1.0,1.0,0.04,0.5,0,gan
6,0,1,0,0,0,0,0,0,0,1,49640,0,0,0,0,1,1,66,13,0.0,0.91,0.0,1.0,0.32,0.5,0.25,84,249,0.07,0.18,0.05,0.0,0.01,0.03,0.5,0.06,0,gan
13,0,1,0,0,1,1,0,0,0,0,54060,4380,0,0,0,0,0,87,16,0.14,0.45,0.5,0.6,1.0,0.67,0.18,87,146,0.1,0.08,0.11,0.0,1.0,0.0,0.47,0.16,0,gan
8,0,0,0,1,1,0,0,0,1,0,0,8314,1,0,1,0,0,143,9,0.17,0.93,0.17,0.05,0.16,0.0,0.67,116,175,0.04,0.0,0.08,0.0,1.0,0.0,0.34,0.34,0,gan
13,0,0,0,0,1,1,0,0,0,1,53208,7300,0,1,1,0,0,225,31,0.17,0.95,0.03,0.11,0.05,0.17,0.11,251,94,0.0,0.07,0.01,1.0,0.02,0.0,0.05,0.02,0,gan
5,0,0,0,0,0,0,0,0,1,0,53208,5840,0,0,1,0,0,5,24,0.0,0.46,1.0,0.5,0.07,0.38,0.13,61,42,0.24,0.08,0.09,0.0,0.0,1.0,0.06,0.07,0,gan
8,0,1,0,0,0,1,0,0,0,0,29200,8314,1,0,1,0,0,21,9,0.93,0.92,0.17,0.1,0.04,0.07,0.5,146,41,0.28,0.33,0.06,0.0,0.0,0.02,0.2,0.45,0,gan
8,0,0,0,0,1,0,0,0,1,1,36256,2920,1,0,1,1,1,210,8,0.97,0.9,0.33,0.05,0.75,0.36,0.11,19,8,0.17,0.01,0.09,0.0,0.03,0.0,0.02,1.0,0,gan
2,0,0,0,0,1,0,0,0,0,0,0,7300,2,0,1,1,0,91,20,0.75,0.39,0.17,0.2,0.1,0.09,0.75,57,91,0.1,0.09,0.11,1.0,0.0,1.0,0.35,0.03,0,gan
6,0,1,0,0,0,0,0,0,1,0,0,8314,0,0,0,0,0,262,14,1.0,0.9,0.0,0.0,0.28,0.05,0.6,177,64,0.11,0.08,0.17,0.0,0.67,1.0,0.03,0.07,0,gan
5,0,1,0,0,1,1,0,0,0,0,53208,5840,1,0,1,1,0,23,19,0.2,0.92,0.33,0.75,0.05,0.67,0.6,3,8,0.15,0.07,0.5,0.0,0.67,0.03,0.02,0.04,0,gan
0,0,0,0,0,1,0,0,0,0,1,43232,8127,1,1,1,0,0,225,8,0.99,0.5,0.03,0.0,0.31,0.15,0.38,180,135,0.96,0.08,0.17,0.0,0.02,1.0,0.04,0.45,0,gan
6,0,1,0,0,1,1,1,0,1,0,53208,5840,2,0,0,1,0,2,25,0.25,0.5,1.0,0.67,0.5,0.11,0.67,201,243,0.05,0.02,0.09,0.0,0.99,1.0,0.06,0.17,0,gan
12,0,0,0,0,1,1,0,0,1,1,0,8314,0,0,1,0,0,255,10,0.25,0.17,0.02,0.25,0.57,0.04,0.2,213,82,0.09,0.06,0.06,0.0,0.0,0.01,0.35,0.32,0,gan
12,0,0,0,0,1,0,0,0,1,1,43232,7300,0,0,1,1,1,48,30,0.75,0.9,1.0,0.4,0.6,0.08,0.1,116,8,0.07,0.05,0.0,0.0,0.02,0.0,0.35,0.0,0,gan
4,0,0,0,1,0,0,1,0,0,0,29200,4380,0,0,0,0,0,206,7,0.2,0.17,0.29,0.1,0.42,0.05,0.11,13,58,0.0,1.0,0.01,0.0,0.99,1.0,0.08,0.03,0,gan
0,0,0,0,0,1,0,0,0,1,1,54060,7300,0,1,0,0,0,132,17,1.0,0.83,0.67,0.08,0.37,0.05,0.18,183,20,0.09,0.18,0.03,0.0,0.01,0.0,0.34,0.11,0,gan
13,0,0,0,1,1,0,0,0,0,0,43232,4380,0,1,0,1,0,91,21,0.0,0.65,1.0,1.0,0.1,0.0,0.2,154,17,0.26,0.0,0.17,0.0,1.0,0.03,0.34,0.06,0,gan
2,0,0,0,0,1,0,0,0,0,0,43232,8314,0,0,0,0,0,204,18,0.99,0.17,0.0,0.11,0.04,0.15,0.0,134,85,0.26,0.02,0.0,1.0,0.99,0.0,0.08,0.06,0,gan
8,0,0,0,0,0,0,1,0,1,0,45908,0,1,1,0,0,1,59,3,0.25,0.9,0.0,0.6,0.88,0.25,0.15,181,144,0.27,0.04,0.02,1.0,0.67,0.0,0.06,0.33,0,gan
6,0,0,0,0,1,0,0,0,1,0,54540,5840,0,0,0,1,0,290,10,0.71,0.67,0.17,0.5,0.43,0.1,0.29,94,6,0.01,0.0,0.09,0.0,0.03,0.01,0.5,0.04,0,gan
5,0,1,0,1,0,1,0,0,0,0,29200,0,0,1,1,1,0,121,15,0.98,0.5,0.08,0.14,0.71,0.09,0.12,68,214,0.04,0.09,0.0,0.0,0.03,0.01,0.17,0.08,0,gan
2,0,1,0,0,0,0,0,0,0,0,21048,2920,2,1,1,0,0,11,2,1.0,1.0,0.08,0.4,0.62,0.05,1.0,135,21,0.16,0.07,0.06,0.0,0.0,1.0,0.11,0.07,0,gan
12,0,0,0,0,1,0,0,0,1,1,21048,8314,0,0,0,0,0,87,17,0.2,0.17,0.07,0.17,0.52,0.4,0.1,110,87,0.15,0.0,0.08,0.0,0.67,0.0,0.02,0.02,0,gan
6,0,1,0,1,1,0,0,0,0,0,49640,4380,1,0,0,0,0,18,1,0.5,0.5,0.75,1.0,0.0,0.5,0.33,134,75,0.07,0.08,0.03,0.0,0.01,0.0,0.42,0.5,0,gan
12,0,0,0,0,1,0,0,0,0,0,54540,8315,1,0,0,0,0,39,18,0.71,0.59,1.0,0.75,0.14,0.08,0.5,87,203,0.28,0.01,0.0,1.0,0.0,0.03,0.2,0.08,0,gan
5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,125,14,1.0,0.67,0.0,0.07,0.32,0.1,0.13,169,21,0.09,0.18,0.03,1.0,0.03,0.03,0.06,0.02,0,gan
8,0,0,0,0,1,0,0,0,0,0,51,4380,2,1,0,0,0,232,16,0.2,0.74,0.67,0.25,0.11,0.2,0.0,32,246,1.0,0.05,0.07,1.0,0.03,0.0,0.0,0.06,0,gan
4,0,1,0,0,0,0,0,0,0,1,21048,8127,0,1,1,0,0,239,8,0.2,0.5,0.67,0.75,0.13,0.43,0.67,159,34,0.27,0.07,0.01,0.0,0.03,0.0,0.11,0.47,0,gan
0,0,0,0,0,1,1,0,0,1,0,54540,0,0,1,1,0,0,195,9,0.92,0.55,0.4,0.08,0.42,0.44,0.38,88,110,0.16,1.0,0.07,0.0,0.82,1.0,0.5,0.01,0,gan
8,0,1,0,0,0,1,1,0,0,0,21048,5840,2,0,0,0,0,228,24,0.93,0.8,0.02,0.25,0.6,0.08,0.25,160,107,0.67,0.05,0.5,0.0,0.01,0.01,0.04,0.47,0,gan
12,0,0,0,0,1,1,1,0,0,0,54060,4380,2,0,1,0,0,109,7,0.92,0.95,1.0,0.5,0.13,0.2,0.67,134,61,0.23,0.08,0.07,0.0,0.67,0.01,0.04,0.03,0,gan
8,0,0,0,0,1,0,0,0,0,0,51,2920,0,0,1,0,1,47,3,0.0,0.95,0.6,1.0,0.07,0.08,0.12,39,12,0.13,0.02,0.0,0.0,0.01,1.0,0.01,0.17,0,gan
0,0,1,0,0,0,0,0,0,0,1,54540,8127,2,0,0,0,0,16,4,0.71,0.12,0.17,0.14,0.93,0.33,0.5,240,13,0.03,0.02,0.0,0.0,0.67,1.0,0.03,0.05,0,gan
0,0,0,0,1,1,0,1,0,0,0,53208,4380,0,1,0,0,0,284,18,0.25,1.0,0.07,0.67,0.62,0.23,0.75,85,213,0.01,0.0,0.5,0.0,0.03,0.01,0.34,0.45,0,gan
8,0,0,0,0,0,0,1,0,0,0,54060,2920,2,0,1,0,0,275,12,0.99,0.67,0.29,0.25,0.36,0.16,0.22,50,127,0.2,0.07,0.07,0.0,0.99,0.02,0.04,0.06,0,gan
4,0,0,0,0,1,0,0,0,0,0,29200,7300,0,0,1,0,0,250,1,0.0,0.94,0.0,0.33,0.11,0.1,0.67,31,44,0.06,0.08,0.06,0.0,0.82,0.0,0.11,0.5,0,gan
0,0,1,0,0,0,0,1,0,1,0,54540,8127,1,0,0,0,0,210,28,0.92,1.0,0.67,0.11,0.57,0.05,0.33,101,251,0.01,0.05,0.01,1.0,0.82,0.03,0.95,1.0,0,gan
12,0,1,0,0,0,0,1,0,0,0,21048,4380,0,0,1,0,1,200,16,0.25,0.0,0.05,0.2,0.15,0.21,0.2,28,14,0.16,0.02,0.04,1.0,0.98,1.0,0.26,0.17,0,gan
0,0,1,0,0,0,1,0,0,1,0,53208,8127,0,1,0,0,0,270,30,1.0,0.46,0.5,0.07,0.6,0.14,0.75,159,158,1.0,0.05,0.03,0.0,0.67,0.0,0.03,0.05,0,gan
6,0,0,0,0,0,0,0,0,0,0,45908,5840,0,0,1,0,0,210,25,0.0,0.59,0.33,0.08,0.88,0.38,0.09,177,214,0.11,0.05,0.0,1.0,0.67,0.03,0.05,0.16,0,gan
6,0,1,0,0,0,0,0,0,0,1,36256,8314,2,0,0,0,0,295,28,0.17,0.59,0.0,0.4,0.5,0.17,0.07,255,115,0.27,0.01,0.09,0.0,1.0,1.0,0.05,0.32,0,gan
6,0,1,0,0,1,0,0,0,1,0,45908,4380,0,0,1,0,1,16,9,1.0,0.39,0.08,0.17,0.07,0.5,0.29,179,219,0.12,0.08,0.05,0.0,0.02,1.0,1.0,0.07,0,gan
0,0,0,0,0,1,0,0,0,0,0,36256,2920,2,1,0,0,1,102,8,1.0,0.91,0.02,1.0,0.45,0.36,0.2,90,249,0.08,0.08,0.25,0.0,0.0,0.02,0.08,0.16,0,gan
0,0,1,0,0,0,1,0,0,0,0,53776,8315,2,0,0,1,0,290,16,0.5,0.59,0.2,0.75,0.2,0.17,0.1,187,58,0.82,0.07,0.33,0.0,0.01,0.02,0.11,0.02,0,gan
2,0,1,0,1,0,0,0,0,0,1,45908,8314,0,1,0,0,0,6,3,0.14,0.59,1.0,0.14,0.13,0.19,0.4,61,12,0.14,0.01,0.0,0.0,0.98,0.0,0.02,0.04,0,gan
6,0,1,0,0,0,0,0,0,0,0,49640,8127,0,1,0,0,0,19,23,0.88,0.2,0.6,0.6,0.45,0.44,0.29,219,59,1.0,0.0,0.07,1.0,0.0,0.02,0.2,0.5,0,gan
5,0,1,0,1,1,0,0,0,1,1,53776,8314,2,1,1,0,1,31,6,0.0,0.86,0.2,0.25,0.6,0.1,0.0,254,17,0.1,0.03,0.01,0.0,0.98,0.02,0.02,0.47,0,gan
4,0,0,0,1,0,0,0,0,0,0,29200,8127,0,0,1,0,0,62,16,1.0,0.8,0.75,0.33,0.08,0.18,0.12,132,179,0.17,0.0,0.03,0.0,0.0,0.0,0.03,0.32,0,gan
8,0,0,0,0,0,0,0,0,1,1,36256,2920,0,0,1,1,0,21,19,0.88,0.86,0.03,0.14,0.12,0.19,0.67,13,249,0.06,0.07,0.05,0.0,0.0,0.0,0.11,0.01,0,gan
0,0,0,0,0,0,0,0,0,0,0,29200,8314,2,0,1,1,0,300,6,0.71,0.86,0.4,0.33,0.23,0.5,0.33,12,13,0.08,0.06,0.25,0.0,0.03,0.03,1.0,0.11,0,gan
13,0,1,0,1,0,0,0,0,0,0,54540,5840,2,0,1,1,0,31,31,0.0,0.91,0.25,0.05,1.0,0.0,0.29,69,59,0.02,0.06,0.11,0.0,0.99,0.01,0.5,0.32,0,gan
8,0,0,0,1,0,1,0,0,0,0,21048,8315,0,1,0,0,1,136,16,0.0,0.59,0.67,0.25,0.52,0.08,0.29,50,50,0.02,0.09,0.09,0.0,0.01,0.01,0.06,0.06,0,gan
12,0,0,0,0,1,0,0,0,0,0,0,8315,2,0,0,1,0,71,4,0.5,0.39,0.25,0.2,0.08,0.08,0.18,154,23,0.24,0.08,0.03,0.0,1.0,1.0,0.05,0.06,0,gan
12,0,1,0,0,1,0,0,0,0,1,0,2920,2,0,0,0,1,201,2,0.88,0.8,0.08,0.25,0.57,0.04,0.15,155,106,0.22,0.02,1.0,0.0,0.02,0.01,0.42,0.16,0,gan
5,0,0,0,0,1,0,0,0,0,1,45908,0,0,1,0,0,1,62,21,0.5,0.0,0.08,0.75,0.56,0.5,0.1,228,58,0.02,0.0,0.5,0.0,0.0,0.02,0.95,0.5,0,gan
8,0,0,0,0,1,1,0,0,1,0,53776,8314,0,1,0,0,0,19,23,0.0,0.65,0.6,0.67,0.01,0.06,0.6,88,165,0.3,0.01,0.25,1.0,0.67,1.0,0.05,0.47,0,gan
4,0,1,0,0,0,0,0,0,0,1,47612,5840,0,1,0,0,1,10,15,0.14,0.67,0.67,0.05,0.31,0.5,0.33,2,152,0.12,1.0,0.09,0.0,1.0,0.01,0.19,0.01,0,gan
12,0,1,0,0,0,0,0,0,1,0,54540,8127,2,1,1,0,0,146,45,0.5,0.86,0.03,1.0,1.0,0.23,0.22,46,19,0.16,0.04,0.04,1.0,0.01,1.0,0.35,0.07,0,gan
4,0,1,0,0,1,1,1,0,0,0,49640,5840,1,0,1,1,1,275,11,0.2,0.59,0.6,0.6,0.67,0.2,0.11,72,4,0.25,0.03,0.02,0.0,1.0,0.01,0.04,0.05,0,gan
0,0,0,0,1,1,0,0,0,0,1,0,8127,0,0,1,0,1,51,14,1.0,0.5,0.05,0.5,0.16,0.06,0.5,32,17,0.96,0.01,0.17,0.0,0.01,0.01,0.07,0.06,0,gan
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,23,6,0.17,0.67,0.2,0.17,0.21,0.21,0.25,249,29,0.25,0.04,0.08,0.0,0.67,1.0,0.45,0.35,0,gan
6,0,0,0,0,1,0,1,0,0,0,54060,2920,2,1,0,1,0,297,17,0.97,0.59,0.08,0.6,0.19,0.21,0.38,38,19,0.25,0.07,0.0,0.0,0.0,0.02,0.26,0.03,0,gan
13,0,1,0,0,0,0,0,0,0,1,36256,5840,1,1,0,1,0,227,1,0.88,0.5,0.75,0.75,0.08,0.18,0.38,197,106,0.3,0.07,0.07,0.0,0.03,0.0,0.17,0.17,0,gan
4,0,1,0,0,0,0,0,0,1,0,0,8315,0,1,0,0,0,14,8,0.25,0.0,0.05,0.33,0.14,0.5,0.22,15,249,0.03,0.03,0.01,1.0,1.0,1.0,0.16,0.08,0,gan
0,0,1,0,0,1,1,0,0,0,0,54540,0,2,0,0,0,1,226,6,0.93,0.95,0.67,0.33,0.16,0.16,0.11,75,17,0.27,0.0,0.06,0.0,0.0,1.0,0.19,0.01,0,gan
6,0,1,0,0,1,0,0,0,0,1,53776,8127,2,0,0,0,1,146,4,1.0,0.26,0.25,0.25,0.01,0.3,0.12,34,21,0.01,0.04,0.0,1.0,1.0,0.03,0.33,0.06,0,gan
12,0,0,0,0,0,0,1,0,1,1,49640,4380,0,0,1,0,1,192,14,0.97,0.36,1.0,0.25,0.0,0.12,0.67,45,68,1.0,0.07,0.25,0.0,1.0,0.03,1.0,0.01,0,gan
4,0,1,0,1,1,0,0,0,1,1,51,8315,0,1,1,0,1,220,2,0.93,0.14,0.17,0.25,0.28,0.0,0.75,134,58,0.05,0.0,0.5,0.0,0.03,0.03,0.45,0.05,0,gan
5,0,1,0,0,0,1,0,0,0,0,53208,8314,1,1,0,1,0,20,3,0.92,0.55,0.12,0.05,0.37,0.17,0.12,92,9,1.0,0.09,0.0,0.0,0.98,0.0,0.02,0.35,0,gan
8,0,0,0,1,1,1,0,0,0,1,36256,7300,0,1,0,1,0,149,4,0.17,0.5,0.6,1.0,0.24,0.05,0.09,213,16,0.13,0.07,0.07,0.0,0.01,0.01,0.06,0.47,0,gan
12,0,0,0,1,1,0,0,0,1,0,0,2920,2,0,1,0,0,62,23,0.92,0.55,0.25,0.25,0.17,0.1,0.67,127,7,0.12,0.02,0.33,0.0,0.0,0.02,0.33,0.05,0,gan
12,0,0,0,0,1,1,0,0,1,0,0,8315,0,1,0,1,0,69,13,0.2,0.95,0.08,0.5,0.95,0.08,0.75,228,43,0.13,0.79,0.33,1.0,0.0,1.0,0.95,0.07,0,gan
8,0,0,0,0,0,0,1,0,0,0,51,2920,2,1,1,1,0,273,22,0.98,0.5,0.25,0.6,0.43,0.07,0.67,70,152,0.18,0.01,0.08,0.0,0.03,0.03,0.33,0.05,0,gan
0,0,0,0,0,1,1,1,0,0,0,0,2920,2,0,0,1,0,125,11,0.93,0.9,0.07,0.25,0.39,0.14,0.0,134,255,0.28,0.03,0.08,1.0,0.99,1.0,0.35,0.0,0,gan
13,0,0,0,0,1,0,0,0,1,0,49640,8315,1,1,1,0,0,52,10,0.2,0.36,0.17,0.2,0.73,0.29,0.0,155,7,0.07,0.08,0.06,1.0,0.02,1.0,0.0,1.0,0,gan
4,0,0,0,0,0,0,1,0,0,1,0,2920,2,1,0,0,0,288,7,0.25,0.43,0.07,0.25,0.33,0.16,0.5,130,46,0.15,0.04,0.03,0.0,1.0,0.0,0.0,1.0,0,gan
8,0,0,0,1,0,1,0,0,0,0,51,8315,2,1,1,1,0,200,6,0.14,0.36,0.07,0.5,0.62,0.07,0.67,167,23,0.82,0.06,0.0,0.0,0.02,0.03,0.08,0.07,0,gan
2,0,1,0,0,0,1,0,0,0,0,49640,4380,2,0,1,0,1,192,24,0.25,0.91,1.0,0.2,0.71,0.21,0.75,228,213,0.02,1.0,1.0,0.0,0.82,0.03,0.42,1.0,0,gan
5,0,1,0,0,0,0,0,0,0,1,0,7300,2,0,0,1,0,108,31,0.95,0.0,0.02,0.5,0.71,0.23,0.25,116,22,0.18,0.06,0.11,1.0,0.82,1.0,0.07,0.06,0,gan
4,0,0,0,1,0,0,0,0,0,0,54540,0,2,0,0,0,0,263,3,0.88,0.95,0.0,0.1,0.02,0.14,0.2,100,254,0.25,0.03,0.11,0.0,0.0,0.0,0.06,0.0,0,gan
0,0,1,0,0,0,1,0,0,0,0,49640,8314,0,0,1,1,1,1,23,0.17,0.67,0.03,0.07,0.19,0.6,0.75,152,74,0.04,0.03,0.03,0.0,0.01,0.02,0.47,0.33,0,gan
13,0,1,0,0,1,1,0,0,0,0,49640,8315,2,0,1,0,0,111,28,0.98,0.94,0.33,0.5,0.63,0.05,0.1,92,63,0.06,0.03,0.0,1.0,0.0,0.03,0.07,1.0,0,gan
12,0,0,0,0,0,1,0,0,0,0,36256,7300,2,0,0,0,1,117,5,0.0,0.8,0.25,0.14,0.5,0.06,1.0,179,41,0.26,0.33,0.09,0.0,0.0,0.02,0.33,0.06,0,gan
6,0,0,0,1,0,0,0,0,0,1,0,8315,0,1,1,0,1,210,30,0.92,0.74,0.0,0.67,0.3,0.2,0.18,179,246,0.11,0.07,0.08,0.0,0.0,0.01,0.42,0.01,0,gan
12,0,0,0,0,0,0,1,0,0,0,29200,8127,2,0,1,0,1,20,15,0.99,0.74,0.08,0.17,0.62,0.17,1.0,12,37,0.24,0.07,0.07,0.0,0.03,0.02,0.34,0.03,0,gan
4,0,0,0,0,1,0,0,0,0,1,45908,0,1,1,1,0,1,58,15,0.88,0.43,0.0,0.0,0.17,0.25,0.06,135,67,0.06,0.08,0.07,0.0,1.0,0.0,0.34,0.02,0,gan
4,0,0,0,1,0,0,0,0,0,0,51,7300,0,0,1,1,1,232,31,0.93,0.95,0.75,0.6,0.01,0.21,0.12,52,32,0.18,0.09,0.08,0.0,0.0,0.02,0.33,0.19,0,gan
13,0,0,0,1,0,0,0,0,0,1,36256,5840,0,0,0,0,1,234,30,0.93,0.46,1.0,0.0,0.36,0.23,0.5,179,64,0.67,0.04,0.17,0.0,1.0,0.01,0.03,0.03,0,gan
8,0,0,0,0,0,0,0,0,0,0,0,7300,0,1,0,0,0,248,3,0.93,0.43,0.0,1.0,0.02,0.2,0.15,84,47,0.13,1.0,0.33,0.0,0.67,0.03,0.01,0.03,0,gan
0,0,1,0,0,1,0,0,0,1,0,36256,8314,2,0,0,0,0,278,8,1.0,0.26,0.08,0.0,0.37,0.18,0.15,237,180,0.12,0.02,0.01,1.0,0.98,0.0,0.33,0.26,0,gan
8,0,0,0,0,1,0,0,0,0,1,21048,8315,2,1,0,1,1,248,7,0.17,0.36,1.0,0.33,0.03,0.67,0.0,159,67,0.2,0.07,0.06,0.0,0.01,0.0,0.01,1.0,0,gan
13,0,1,0,0,1,0,0,0,0,0,49640,8127,2,0,0,0,0,50,7,0.71,0.14,0.4,0.0,0.44,0.12,0.4,45,15,0.24,0.18,0.17,1.0,0.98,0.03,0.04,0.11,0,gan
