,duration,flag_OTH,flag_REJ,flag_RSTO,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,src_bytes,dst_bytes,hot,logged_in,num_compromised,root_shell,num_access_files,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,source
3708,0,0,0,0,0,0,0,0,0,1,0,223,407,0,1,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,1,original
7187,0,0,0,0,0,0,0,0,0,1,0,226,298,0,1,0,0,0,3,26,0.0,0.0,0.0,0.0,1.0,0.0,0.23,12,255,1.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0,1,original
229,0,0,0,0,0,0,0,0,0,1,0,246,3295,0,1,0,0,0,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,36,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,1,original
76,0,0,0,0,0,0,0,0,0,1,0,331,955,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,1,original
7058,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0,original
6203,0,0,0,0,0,0,0,0,0,1,0,218,901,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,1,original
7901,0,0,0,0,0,0,0,0,0,1,0,210,626,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
5228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,121,1.0,0.0,0.25,0.07,0.0,0.0,1.0,0.55,1,original
2103,0,0,0,0,0,0,0,0,0,1,0,268,279,1,1,0,0,0,1,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6381,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,5,6,0.0,0.0,0.0,0.17,1.0,0.0,0.33,116,116,1.0,0.0,0.01,0.0,0.0,0.0,0.04,0.04,0,original
3703,0,0,0,0,0,0,0,0,0,1,0,194,8163,0,1,0,0,0,24,35,0.0,0.0,0.0,0.0,1.0,0.0,0.06,24,255,1.0,0.0,0.04,0.04,0.0,0.01,0.0,0.01,1,original
6818,0,0,0,0,0,0,0,0,0,1,0,240,2698,0,1,0,0,1,9,19,0.0,0.05,0.0,0.0,1.0,0.0,0.37,253,239,0.94,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1,original
3393,0,0,0,0,0,0,0,0,0,1,0,338,278,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,225,0.88,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7783,0,0,0,0,0,0,0,0,0,1,0,341,611,0,1,0,0,0,30,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,160,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
5427,0,0,0,0,0,0,0,0,0,1,0,211,334,0,1,0,0,0,13,15,0.0,0.0,0.0,0.0,1.0,0.0,0.13,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,original
1614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.08,0.0,0.0,1.0,0.52,1,original
607,0,0,0,0,0,0,0,0,0,1,0,225,2239,0,1,0,0,0,6,7,0.0,0.0,0.0,0.14,1.0,0.0,0.29,255,241,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
3964,0,0,0,0,0,0,0,0,0,1,0,228,2901,0,1,0,0,0,2,32,0.0,0.09,0.0,0.0,1.0,0.0,0.22,2,255,1.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,1,original
6060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.67,0.04,0.33,0.0,0.0,0.0,1,original
1093,0,0,0,0,0,0,0,0,0,1,0,168,1674,0,1,0,0,0,2,11,0.5,0.09,0.0,0.0,1.0,0.0,0.18,2,9,1.0,0.0,0.5,0.33,0.5,0.11,0.0,0.0,1,original
6336,0,0,0,0,0,0,0,0,0,1,0,212,362,0,1,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
2622,0,0,0,0,0,0,0,0,0,1,0,227,2507,0,1,0,0,0,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.43,255,245,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.23,0.0,0.0,1.0,0.95,1,original
7969,0,0,0,0,0,0,0,0,0,1,0,210,343,0,1,0,0,0,8,17,0.0,0.0,0.0,0.0,1.0,0.0,0.18,8,255,1.0,0.0,0.12,0.01,0.0,0.0,0.0,0.0,1,original
7704,0,0,0,0,0,0,0,0,0,1,0,310,1686,0,1,0,0,0,4,4,0.25,0.25,0.0,0.0,1.0,0.0,0.0,84,255,1.0,0.0,0.01,0.03,0.01,0.01,0.0,0.0,1,original
203,0,0,0,0,0,0,0,0,0,1,0,299,1540,0,1,0,0,0,17,29,0.0,0.0,0.0,0.0,1.0,0.0,0.14,34,255,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,1,original
2387,0,0,0,0,0,0,0,0,0,1,0,312,1078,0,1,0,0,0,3,3,0.33,0.33,0.0,0.0,1.0,0.0,0.0,105,164,1.0,0.0,0.01,0.02,0.01,0.01,0.0,0.0,1,original
5195,0,0,0,0,0,0,0,0,0,1,0,317,1039,0,1,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
4678,0,0,0,0,1,0,0,0,0,0,0,54540,7300,1,1,0,0,0,2,2,0.0,0.0,0.5,0.5,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0,original
837,0,0,0,0,0,0,0,0,0,1,0,334,2783,0,1,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,255,1.0,0.0,0.2,0.03,0.0,0.0,0.0,0.0,1,original
2934,0,0,0,0,0,0,0,0,0,1,0,251,327,0,1,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,3,255,1.0,0.0,0.33,0.01,0.0,0.01,0.0,0.0,1,original
7991,0,0,0,0,0,0,0,0,0,1,0,243,1072,0,1,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1,original
8049,0,0,0,0,0,0,0,0,0,1,0,320,852,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,255,1.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,1,original
1230,0,0,0,0,0,0,0,0,0,1,0,205,255,0,1,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
8053,0,0,0,0,0,0,0,0,0,1,0,220,1608,0,1,0,0,0,20,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,71,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
5692,0,0,0,0,0,0,0,0,0,1,0,294,7590,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,1,original
1609,0,0,0,0,0,0,0,0,0,1,0,308,1481,0,1,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
7593,0,0,0,0,0,0,0,0,0,1,0,287,20502,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,255,1.0,0.0,0.03,0.02,0.0,0.01,0.0,0.0,1,original
7471,0,0,0,0,0,0,0,0,0,1,0,293,1040,0,1,0,0,0,11,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
5108,0,0,0,0,0,0,0,0,0,1,0,214,1533,0,1,0,0,0,12,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,132,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
4794,66,0,0,0,0,0,0,0,0,1,0,267,548,0,1,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12,255,1.0,0.0,0.08,0.06,0.0,0.0,0.0,0.0,1,original
4352,0,0,0,0,0,0,0,0,0,1,0,202,5200,0,1,0,0,0,6,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,206,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1,original
2732,0,0,0,0,0,0,0,0,0,1,0,332,6356,0,1,0,0,0,4,19,0.0,0.0,0.0,0.0,1.0,0.0,0.11,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19,229,1.0,0.0,0.05,0.11,0.0,0.0,1.0,0.97,1,original
3792,0,0,0,0,0,0,0,0,0,1,0,227,3552,0,1,0,0,0,10,41,0.0,0.0,0.0,0.0,1.0,0.0,0.1,103,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,1,original
6234,0,0,0,0,0,0,0,0,0,1,0,325,13391,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
5385,0,0,0,0,0,0,0,0,0,1,0,204,253,0,1,0,0,0,12,22,0.0,0.0,0.0,0.0,1.0,0.0,0.18,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1,original
4184,0,0,0,0,0,0,0,0,0,1,0,334,277,0,1,0,0,0,24,26,0.0,0.0,0.0,0.08,1.0,0.0,0.12,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.02,0.02,1,original
6564,0,0,0,0,1,0,0,0,0,0,0,21048,8314,2,1,1,0,0,3,3,0.0,0.0,0.33,0.33,1.0,0.0,0.0,94,94,1.0,0.0,0.01,0.0,0.0,0.0,0.16,0.16,0,original
3838,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92,92,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0,original
6193,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,5,5,0.0,0.0,0.2,0.2,1.0,0.0,0.0,9,9,1.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0,original
6006,0,0,0,0,0,0,0,0,0,1,0,264,481,0,1,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6429,0,0,0,0,0,0,0,0,0,1,0,395,760,0,1,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,228,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1,original
5386,0,0,0,0,0,0,0,0,0,1,0,283,25262,0,1,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,1,original
657,0,0,0,0,0,0,0,0,0,1,0,338,1179,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0,1,original
790,0,0,0,0,0,0,0,0,0,1,0,206,5739,0,1,0,0,0,13,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,222,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1,original
5230,0,0,0,0,0,0,0,0,0,1,0,307,12304,0,1,0,0,0,29,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110,255,1.0,0.0,0.01,0.01,0.0,0.0,0.13,0.06,1,original
7345,0,0,0,0,0,0,0,0,0,1,0,261,392,0,1,0,0,0,29,44,0.0,0.0,0.0,0.0,1.0,0.0,0.05,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6688,0,0,0,0,0,0,0,0,0,1,0,348,2350,0,1,0,0,0,5,26,0.0,0.0,0.0,0.0,1.0,0.0,0.08,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
2561,0,0,0,0,0,0,0,0,0,1,0,293,1113,0,1,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
4085,0,0,0,0,0,0,0,0,0,1,0,182,324,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0,1,original
1359,0,0,0,0,0,0,0,0,0,1,0,233,6634,0,1,0,0,0,4,6,0.0,0.0,0.0,0.0,1.0,0.0,0.5,32,193,1.0,0.0,0.03,0.08,0.0,0.0,0.0,0.0,1,original
5962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,24,255,1.0,0.0,0.04,0.09,0.0,0.0,1.0,1.0,1,original
2347,0,0,0,0,0,0,0,0,0,1,0,199,881,0,1,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,127,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,1,original
5508,0,0,0,0,0,0,0,0,0,1,0,327,607,0,1,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5,254,1.0,0.0,0.2,0.21,0.0,0.01,1.0,0.9,1,original
2781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0.93,1.0,0.07,0.0,0.93,0.13,0.0,255,15,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0,original
7503,0,0,0,0,0,0,0,0,0,1,0,325,2762,0,1,0,0,0,7,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
5965,0,0,0,0,0,0,0,0,0,1,0,313,426,0,1,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,165,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,1,original
6139,0,0,0,0,0,0,0,0,0,1,0,344,274,0,1,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7094,0,0,0,0,0,0,0,0,0,1,0,304,1380,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,229,0.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6773,0,0,0,0,0,0,0,0,0,1,0,298,1380,0,1,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
615,0,0,0,0,0,0,0,0,0,1,0,208,757,0,1,0,0,0,2,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,150,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
2575,0,0,0,0,0,0,0,0,0,1,0,333,1301,0,1,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6206,0,0,0,0,0,0,0,0,0,1,0,215,337,0,1,0,0,0,20,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
2314,0,0,0,0,0,0,0,0,0,1,0,225,1472,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,19,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,original
1705,0,0,0,0,0,0,0,0,0,1,0,309,10378,0,1,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,255,1.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,1,original
5758,0,0,0,0,0,0,0,0,0,1,0,181,12835,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,1,original
6559,0,0,0,0,0,0,0,0,0,1,0,253,1396,0,1,0,0,0,6,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6924,0,0,0,0,0,0,0,0,0,1,0,190,1490,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.06,0.0,0.0,0.0,0.0,1,original
1780,0,0,0,0,0,0,0,0,0,1,0,210,310,0,1,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1,original
3478,0,0,0,0,0,0,0,0,0,1,0,338,272,0,1,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
803,0,0,0,0,0,0,0,0,0,1,0,320,289,0,1,0,0,0,8,29,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
857,0,0,0,0,0,0,0,0,0,1,0,232,458,0,1,0,0,0,2,16,0.0,0.0,0.0,0.0,1.0,0.0,0.38,5,255,1.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,1,original
7662,0,0,0,0,0,0,0,0,0,1,0,227,314,0,1,0,0,0,3,15,0.0,0.0,0.0,0.0,1.0,0.0,0.2,131,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
7658,0,0,0,0,0,0,0,0,0,1,0,199,1533,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.01,0.0,0.0,0.0,0.0,1,original
990,0,0,0,0,0,0,0,0,0,1,0,309,1949,0,1,0,0,0,7,13,0.0,0.08,0.0,0.08,1.0,0.0,0.23,163,255,1.0,0.0,0.01,0.02,0.0,0.01,0.01,0.01,1,original
5459,0,0,0,0,0,0,0,0,0,1,0,228,1183,0,1,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,255,1.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,1,original
4292,0,0,0,0,0,0,0,0,0,1,0,229,268,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1,original
5381,0,0,0,0,0,0,0,0,0,1,0,295,8091,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1,original
5740,0,0,0,0,0,0,0,0,0,1,0,203,12128,0,1,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,1,original
219,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,original
4377,0,0,0,0,0,0,0,0,0,1,0,309,1018,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,240,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,1,original
1288,0,0,0,0,0,0,0,0,0,1,0,212,2120,0,1,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
3163,0,0,0,0,0,0,0,0,0,1,0,231,2578,0,1,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
582,0,0,0,0,0,0,0,0,0,1,0,142,27062,1,1,0,0,0,3,13,0.0,0.0,0.0,0.08,1.0,0.0,0.31,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
2618,0,0,0,0,0,0,0,0,0,1,0,243,1607,0,1,0,0,0,8,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,137,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
43,0,0,0,0,0,0,0,0,0,1,0,237,138,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,original
1234,0,0,0,0,0,0,0,0,0,1,0,250,264,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.04,0.0,0.0,0.0,0.0,1,original
7683,0,0,0,0,0,0,0,0,0,1,0,206,1680,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
4050,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,0.0,0.0,1.0,1.0,0.01,0.08,0.0,255,1,0.0,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0,original
7760,0,0,0,0,0,0,0,0,0,1,0,199,8564,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.07,0.0,0.0,0.0,0.0,1,original
7848,0,0,0,0,0,0,0,0,0,1,0,242,198,0,1,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.67,23,255,1.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,1,original
1892,0,0,0,0,0,0,0,0,0,1,0,298,2239,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
4952,0,0,0,0,0,0,0,0,0,1,0,189,23086,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.03,0.0,0.0,0.0,0.0,1,original
7107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2,0.0,0.0,1.0,1.0,0.01,0.07,0.0,255,2,0.01,0.08,0.0,0.0,0.0,0.0,1.0,1.0,0,original
4653,0,0,0,0,0,0,0,0,0,1,0,228,302,0,1,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6705,0,0,0,0,0,0,0,0,0,1,0,241,382,0,1,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
1071,0,0,0,0,0,0,0,0,0,1,0,228,3766,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55,255,1.0,0.0,0.02,0.05,0.02,0.0,0.0,0.0,1,original
718,0,0,0,0,0,0,0,0,0,1,0,217,15560,0,1,0,0,0,2,19,0.0,0.0,0.0,0.0,1.0,0.0,0.16,75,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
2364,0,0,0,0,0,0,0,0,0,1,0,206,313,0,1,0,0,0,16,20,0.06,0.05,0.0,0.0,1.0,0.0,0.1,16,255,1.0,0.0,0.06,0.05,0.06,0.02,0.0,0.0,1,original
1505,0,0,0,0,0,0,0,0,0,1,0,230,9986,0,1,0,0,0,3,38,0.0,0.0,0.0,0.0,1.0,0.0,0.11,31,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,1,original
670,0,0,0,0,0,0,0,0,0,1,0,198,1705,0,1,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6758,0,0,0,0,0,0,0,0,0,1,0,163,19983,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,201,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1,original
2952,0,0,0,0,0,0,1,0,0,0,0,313,21900,0,1,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,177,255,1.0,0.0,0.01,0.01,0.02,0.01,0.01,0.0,1,original
8012,0,0,0,0,0,0,0,0,0,1,0,343,203,0,1,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
6626,0,0,0,0,0,0,0,0,0,1,0,207,885,0,1,0,0,0,16,25,0.0,0.0,0.0,0.0,1.0,0.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7983,0,0,0,0,0,0,0,0,0,1,0,206,1056,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.07,0.0,0.0,0.0,0.0,1,original
897,0,0,0,0,0,0,0,0,0,1,0,241,620,0,1,0,0,0,39,39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7489,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87,87,1.0,0.0,0.01,0.0,0.0,0.0,0.16,0.16,0,original
2666,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0,original
