word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_C,char_freq_I,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam,source
0.71,0.51,1.09,0.42,0.64,0.1,0.76,0.37,0.49,2.64,0.89,0.33,0.26,0.0,0.29,0.78,0.68,2.41,1.95,1.28,1.85,9.09,0.6,5.98,0.97,0.52,0.43,0.44,0.05,0.86,0.0,0.0,0.15,0.0,0.5,0.62,0.3,0.36,0.1,0.16,0.0,0.38,0.12,0.8,0.12,0.47,0.34,0.2,0.046,0.257,0.064,0.542,0.479,0.103,5.425,146,937,1,gan
0.41,0.14,1.45,0.6,1.15,1.1,0.33,0.79,0.41,0.12,0.98,1.98,1.54,0.07,2.11,1.56,0.29,1.91,1.68,2.09,4.51,17.1,1.03,0.64,0.49,1.46,1.28,0.1,0.0,0.12,0.55,0.0,0.15,0.19,0.09,1.05,0.81,0.02,0.57,0.37,0.0,0.32,0.04,0.25,0.45,0.08,0.0,0.77,0.6729999999999999,0.179,0.047,0.322,0.074,1.068,1.888,1170,40,1,gan
0.64,0.67,0.3,0.16,1.35,0.27,1.65,0.1,0.05,0.96,0.34,2.4,1.47,0.0,1.81,1.66,0.12,2.38,4.43,0.26,1.96,0.55,1.16,1.5,1.35,1.35,0.0,0.28,0.0,0.12,0.0,0.0,0.34,1.35,0.5,0.42,0.23,0.5,0.23,0.03,0.0,0.03,0.17,0.04,1.08,0.37,0.0,0.0,0.151,0.21,0.091,0.858,0.088,0.233,2.37,186,392,1,gan
0.7,0.08,1.7,0.57,2.83,0.8,0.03,1.16,0.6,0.81,1.11,1.69,0.7,0.36,0.02,0.44,0.08,0.11,2.17,6.25,0.51,0.62,0.1,0.44,0.0,1.49,0.0,1.66,0.0,0.12,0.0,0.0,0.19,0.14,0.19,0.54,5.05,0.09,0.51,0.93,0.0,0.35,0.02,0.0,0.48,0.0,0.09,0.77,0.115,0.1169999999999999,0.016,0.445,0.862,0.998,7.18,87,132,1,gan
1.06,0.85,0.61,0.0,0.37,0.54,2.2,0.72,1.38,2.0,0.21,0.57,0.58,0.34,0.28,0.33,0.41,1.46,3.97,0.16,1.42,0.8,0.27,1.46,0.33,1.35,0.18,0.19,0.0,0.17,0.0,0.0,0.2,1.35,0.09,0.02,0.64,0.09,0.23,1.19,0.0,0.0,0.18,0.97,1.23,0.62,0.0,0.0,0.28,0.391,0.0279999999999999,0.103,0.312,0.412,5.567,268,234,1,gan
0.59,0.33,0.62,0.44,0.07,0.8,0.05,0.97,2.38,0.52,0.3,2.05,0.2,0.1,1.11,1.16,0.06,1.02,8.41,1.02,1.8,6.41,1.08,0.59,0.0,1.49,0.0,0.44,0.0,0.0,0.0,0.0,0.34,0.3,0.5,0.16,0.1,0.0,0.52,0.07,0.0,0.0,0.09,0.05,1.03,1.47,0.0,0.0,0.009,0.216,0.33,0.255,0.301,0.124,5.037,89,929,1,gan
0.24,0.49,0.86,0.58,1.7,0.65,0.08,0.51,0.6,0.36,1.51,0.7,0.47,1.28,0.97,0.23,0.78,0.5,3.75,1.04,2.1,4.57,2.95,0.34,0.34,0.26,0.0,0.0,0.0,0.24,0.0,0.0,1.03,0.12,0.0,0.98,1.36,0.41,0.23,0.17,0.0,0.0,0.18,0.08,0.8,2.5,0.06,0.0,0.151,0.114,0.027,0.974,0.191,0.088,3.56,5,57,1,gan
0.9,1.49,0.24,0.06,0.91,1.01,1.16,0.68,0.69,4.81,2.06,0.76,0.54,0.35,1.1,0.32,2.82,0.62,1.04,2.31,2.99,0.86,0.37,0.93,0.17,0.05,0.0,0.43,0.0,0.11,0.0,0.0,1.88,0.19,0.0,0.35,1.47,0.03,0.0,0.52,0.0,0.0,0.0,0.96,0.02,0.36,0.0,0.41,0.1,0.0969999999999999,0.256,0.053,0.122,0.083,11.735,96,146,1,gan
0.82,0.84,3.7,1.33,1.49,0.37,1.0,1.25,0.71,1.85,0.62,0.51,0.67,0.23,1.44,1.09,2.98,0.64,3.76,1.81,2.72,9.33,1.23,0.32,0.02,0.98,0.43,0.1,0.02,0.0,0.55,0.0,0.19,0.12,0.0,0.0,0.54,0.46,1.25,0.33,0.0,0.37,0.1,0.0,0.18,0.0,0.0,0.0,0.249,0.235,0.0,0.43,0.7290000000000001,0.154,3.488,84,215,1,gan
0.54,1.09,0.45,0.17,1.13,0.26,1.0,0.26,0.6,0.53,0.38,0.22,0.29,1.09,0.09,7.69,1.04,0.03,0.0,2.31,1.79,10.58,1.47,1.56,0.38,0.0,0.0,0.44,0.06,3.38,0.0,0.0,0.33,0.0,0.13,0.63,1.46,0.02,0.57,0.09,0.0,0.06,0.36,0.25,0.28,1.56,0.11,0.41,0.114,0.3379999999999999,0.256,0.451,0.104,0.153,9.218,45,1324,1,gan
1.05,0.12,0.54,0.19,0.29,1.25,0.31,1.31,1.52,1.09,0.7,0.98,1.03,0.64,0.32,2.81,0.84,0.22,4.51,1.28,2.67,8.58,1.36,0.3,0.04,0.04,0.18,0.73,0.0,0.0,1.36,0.0,0.36,0.0,0.23,0.35,0.64,0.12,0.21,0.14,0.0,0.34,0.17,0.16,0.4,0.1,0.34,0.0,0.159,0.371,0.075,0.1689999999999999,0.1369999999999999,0.439,3.178,7,877,1,gan
0.71,0.58,0.57,4.31,0.26,1.32,0.84,2.45,1.3,1.55,0.76,2.64,1.61,0.6,0.07,6.09,0.66,1.08,1.75,0.98,0.12,0.86,1.35,0.2,1.16,0.52,0.0,0.42,0.0,2.24,0.0,0.0,0.53,0.17,0.12,0.43,0.0,0.08,0.25,0.26,0.0,0.35,0.07,1.05,0.73,1.52,0.06,0.0,0.451,0.412,0.075,0.897,0.0579999999999999,0.3289999999999999,2.576,50,1044,1,gan
0.21,1.65,0.53,0.21,1.11,0.99,2.94,0.95,1.43,1.21,0.73,0.21,0.38,0.92,1.58,0.85,3.38,1.31,0.45,1.03,1.1,2.93,1.66,0.19,0.19,0.52,0.43,0.59,0.12,0.62,0.0,0.0,0.47,0.38,0.62,1.15,0.14,0.0,0.25,0.92,0.0,0.0,0.05,1.16,1.44,0.0,0.02,0.11,0.062,0.037,0.0289999999999999,3.768,0.763,0.11,1.7480000000000002,129,236,1,gan
1.04,0.44,0.62,0.44,0.98,0.03,0.72,1.58,0.7,0.41,0.47,0.26,1.52,0.0,2.16,0.99,1.17,5.06,0.85,0.87,2.31,10.17,0.72,0.24,0.38,1.36,0.0,0.68,0.47,0.11,0.0,0.0,0.03,0.3,0.1,0.97,0.26,0.12,0.74,0.0,0.0,0.03,0.17,0.08,2.7,0.57,0.02,0.0,0.038,0.327,0.074,1.631,0.251,0.412,2.52,101,1044,1,gan
0.42,0.25,1.09,1.26,1.45,0.23,0.37,2.45,0.21,1.79,0.1,0.19,0.27,0.07,0.76,1.68,0.0,0.57,3.55,0.1,3.22,8.58,1.23,0.59,0.0,1.49,0.0,0.43,0.0,0.0,0.4,0.0,0.05,0.07,0.12,0.86,0.47,0.36,0.2,0.64,0.0,0.13,0.16,0.0,0.66,1.48,0.02,0.77,0.182,0.043,0.087,0.633,0.2239999999999999,0.381,2.717,41,1280,1,gan
0.67,1.76,1.63,0.81,1.89,0.12,1.28,0.26,0.62,2.09,0.68,1.91,0.39,0.2,0.68,0.2,0.77,0.85,1.72,0.23,3.52,0.62,0.09,0.3,0.19,1.36,0.43,0.25,0.0,0.0,0.0,0.0,1.36,0.3,0.12,0.52,0.34,0.09,1.07,0.44,0.0,0.0,0.04,0.36,0.23,0.48,0.0,0.0,0.207,0.11,0.091,0.797,0.318,0.46,1.841,97,97,1,gan
0.54,1.32,1.29,1.29,1.46,0.93,1.12,0.57,0.35,0.65,0.55,2.75,0.84,1.14,0.58,2.23,7.14,2.38,0.88,4.1,0.54,6.41,1.16,0.31,0.21,1.35,0.0,0.31,0.0,0.0,0.0,0.47,0.52,0.0,0.6,0.58,0.14,0.46,1.25,0.37,0.0,0.35,0.07,0.0,0.25,2.5,0.37,0.11,0.022,0.6459999999999999,0.1939999999999999,0.3939999999999999,0.1,0.17,2.145,152,899,1,gan
0.95,0.0,1.47,0.06,3.09,0.35,0.27,1.62,0.05,3.57,0.52,1.43,0.4,0.33,2.86,1.95,0.43,0.54,2.8,0.13,1.35,8.29,1.36,1.4,0.98,0.34,0.18,0.68,0.0,0.17,1.36,0.0,0.0,0.0,0.1,0.58,0.3,0.25,0.0,0.46,0.1,0.11,0.11,0.03,0.1,0.09,0.46,0.2,0.159,0.133,0.1939999999999999,0.924,0.35,0.186,1.938,4,472,1,gan
0.07,0.4,0.83,40.13,0.94,0.65,1.25,1.81,1.63,0.44,0.6,0.8,1.26,1.2,2.22,0.28,0.87,0.8,3.56,1.73,2.45,2.93,0.96,1.47,0.34,0.04,1.28,0.68,0.11,0.0,0.0,0.0,0.34,0.12,0.31,0.44,1.27,0.09,0.65,0.35,0.1,0.13,0.0,0.97,0.23,0.62,0.37,0.0,0.305,0.065,0.068,0.179,0.364,3.423,2.5380000000000003,52,213,1,gan
0.09,1.19,0.99,1.91,2.94,0.51,2.2,2.45,0.43,0.88,0.75,1.6,0.68,0.36,0.78,1.65,3.49,1.28,5.96,0.33,2.46,10.38,0.16,0.99,0.02,1.22,0.18,0.24,0.0,3.38,0.0,0.0,0.33,0.0,0.0,0.26,1.4,0.0,1.07,0.31,0.0,0.0,0.17,0.14,0.15,1.52,0.11,0.41,0.0,0.168,0.0,0.248,0.288,0.008,3.857,85,1057,1,gan
1.26,0.82,0.16,0.52,0.7,1.27,0.67,0.13,1.32,1.47,0.31,0.19,1.06,1.2,1.47,1.57,0.17,0.47,2.93,0.5,1.5,9.53,1.38,1.23,0.02,0.05,0.0,0.36,0.0,0.86,0.0,0.0,0.37,0.17,0.51,0.85,1.47,0.11,1.88,0.17,0.0,0.0,0.19,0.0,0.32,0.37,0.11,0.0,0.073,0.182,0.134,0.031,0.79,0.889,3.725,264,396,1,gan
0.14,0.46,1.28,0.17,2.24,1.05,0.41,0.55,0.4,0.42,0.34,0.46,0.47,0.35,0.15,0.12,2.0,0.89,5.52,0.15,0.63,8.33,0.03,0.65,0.1,0.05,1.28,0.25,0.02,0.97,1.36,0.0,0.33,0.3,0.09,1.03,0.23,0.0,0.33,0.63,0.0,0.11,0.02,0.8,0.42,1.47,0.0,0.2,0.47,0.412,0.347,0.13,0.154,0.27,4.941,842,712,1,gan
0.59,0.17,0.17,0.95,0.71,1.29,0.35,0.53,0.08,1.09,0.99,2.4,0.9,1.23,0.76,1.27,0.37,0.31,1.21,0.16,3.19,9.53,1.3,0.42,0.17,0.36,0.2,1.66,0.06,0.18,0.0,0.0,0.0,0.17,0.07,0.13,0.26,0.36,0.19,0.44,0.0,0.25,0.24,0.03,0.49,0.0,0.02,0.0,0.038,0.185,0.066,0.1989999999999999,0.0559999999999999,0.05,7.541,44,979,1,gan
0.39,0.28,1.9,1.91,0.25,0.26,0.08,0.2,0.78,1.21,0.21,1.41,0.56,0.23,1.15,2.08,1.56,0.54,1.11,0.13,0.78,10.38,0.94,0.34,0.19,0.05,0.0,0.15,0.05,0.1,0.4,0.0,1.25,0.19,0.09,0.12,0.41,0.25,0.0,0.31,0.0,0.0,0.52,0.06,1.24,1.16,0.46,0.0,0.47,0.004,0.134,1.248,0.3389999999999999,0.012,1.515,289,1328,1,gan
0.62,1.92,1.08,1.33,0.42,1.47,1.16,0.24,0.83,1.03,0.21,2.64,0.11,1.23,0.55,1.89,0.78,1.84,5.8,2.26,1.36,7.63,1.96,0.62,0.26,0.0,0.2,0.42,0.02,0.0,0.0,0.0,0.2,0.07,0.03,0.24,0.37,0.1,1.88,0.22,0.1,0.06,0.0,0.02,0.8,0.36,0.03,0.11,0.016,0.1,0.027,5.843999999999999,0.093,0.013,2.673,10,25,1,gan
0.53,0.66,0.65,0.44,1.38,0.1,0.26,0.15,0.54,1.28,2.06,1.49,0.0,1.32,0.37,10.0,1.6,1.4,3.87,0.33,2.22,0.17,0.33,0.25,0.0,0.05,0.43,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.08,0.63,0.17,0.42,0.09,0.08,0.0,0.0,0.02,0.02,0.97,0.06,0.06,0.2,0.28,0.8290000000000001,0.186,0.873,0.83,0.127,3.071,404,1339,1,gan
0.7,0.05,0.76,7.18,0.49,0.62,2.18,0.33,3.33,1.59,0.19,1.59,0.62,1.27,0.59,1.41,5.06,0.67,1.35,2.98,1.72,0.0,0.0,0.21,0.04,0.52,0.0,0.68,0.47,0.0,0.4,0.0,0.37,0.38,0.5,0.25,5.05,0.25,0.17,0.34,0.0,0.06,0.2,0.06,1.33,0.36,0.0,0.09,0.233,0.141,0.031,1.133,0.36,0.0,3.932,199,4128,1,gan
0.26,0.0,1.64,4.31,0.12,0.26,1.12,1.05,0.68,0.6,0.41,0.09,0.33,0.36,4.41,0.76,0.57,1.39,5.26,0.44,1.99,8.33,0.39,0.34,0.0,1.46,0.0,0.0,0.11,0.0,0.0,0.47,1.88,0.3,0.31,0.57,3.33,0.12,0.32,0.65,0.0,0.38,0.38,1.05,0.09,1.48,0.46,0.0,0.0969999999999999,0.046,0.265,0.649,0.228,0.1159999999999999,7.548999999999999,85,1365,1,gan
0.86,0.25,0.56,0.16,1.44,1.29,1.0,1.21,0.12,1.67,0.65,1.21,0.4,0.44,0.17,1.24,0.72,2.17,2.73,0.68,1.54,12.6,1.34,1.47,0.19,1.77,0.0,0.24,0.0,0.11,0.55,0.0,0.05,0.12,0.47,0.25,5.05,0.46,0.2,1.36,0.0,0.06,0.12,0.25,1.17,0.08,0.0,0.26,0.233,0.051,0.065,0.073,0.212,0.09,8.777000000000001,94,1402,1,gan
0.74,0.14,1.07,13.63,0.28,1.86,1.94,2.95,0.77,0.43,0.5,0.53,1.21,0.1,0.54,1.5,1.06,0.9,2.37,1.07,2.97,15.43,0.45,1.46,0.0,0.34,0.0,0.31,0.05,0.62,0.0,0.0,0.0,0.17,0.08,0.25,1.88,0.12,0.08,0.97,0.0,0.25,0.36,0.96,0.25,0.38,0.46,0.2,0.096,0.131,0.0,0.171,0.061,0.018,2.411,9,126,1,gan
0.08,0.26,1.83,0.81,1.24,0.19,2.35,1.62,0.2,0.52,0.74,1.89,0.48,1.16,0.22,2.46,3.73,0.94,3.25,0.0,3.1,5.55,2.2,0.9,0.38,1.35,1.28,0.0,0.0,0.11,0.4,0.0,0.7,0.0,0.0,0.86,1.56,0.0,0.11,0.12,0.0,0.37,0.76,0.06,0.59,0.09,0.04,0.09,0.021,0.3339999999999999,0.0819999999999999,0.7759999999999999,0.6920000000000001,0.233,3.454,175,2370,1,gan
0.61,1.65,1.92,40.13,0.38,0.84,1.96,0.53,1.38,1.63,1.23,0.35,0.03,0.45,0.78,1.27,0.72,0.71,4.09,1.47,1.59,10.38,0.17,1.11,1.49,0.21,1.28,0.44,0.0,0.11,0.55,0.0,1.36,0.07,0.08,0.05,0.14,0.46,0.34,0.13,0.0,0.0,0.08,0.0,0.98,2.73,0.0,0.0,0.049,0.09,0.265,0.902,0.326,0.437,2.285,1171,845,1,gan
0.08,0.1,0.86,1.35,0.16,0.0,2.18,1.47,2.38,0.99,0.26,2.06,0.54,0.32,0.55,0.32,3.84,1.21,2.63,0.25,0.0,7.97,0.14,2.45,0.33,1.36,0.0,0.81,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.26,1.56,0.0,0.0,0.16,0.0,0.35,0.2,0.97,0.55,0.36,0.06,0.0,0.305,0.105,0.053,0.225,0.214,0.1369999999999999,4.476,735,1415,1,gan
1.05,0.5,0.82,0.0,1.63,0.8,0.49,0.16,0.27,1.05,0.48,1.09,0.22,1.15,0.07,0.13,1.83,0.44,2.9,3.09,5.29,7.97,0.37,1.09,0.19,0.09,0.0,0.81,0.11,0.11,0.0,0.0,0.33,0.07,0.33,0.02,0.42,0.42,0.47,0.33,0.0,0.13,0.49,0.08,0.56,0.0,0.46,0.24,0.012,0.25,0.087,2.224,0.431,0.109,2.133,147,909,1,gan
0.09,1.32,1.47,0.06,1.58,0.64,0.61,11.11,0.53,1.02,0.24,0.17,0.23,0.91,1.27,0.41,1.3,0.59,1.23,2.64,2.38,7.63,0.38,0.55,1.46,1.35,0.18,0.24,0.0,0.62,0.0,0.47,1.88,1.35,0.12,0.62,1.09,0.0,0.34,0.14,0.0,0.25,0.0,0.26,5.55,1.48,0.04,0.2,0.7659999999999999,0.045,0.132,1.36,0.255,0.078,1.304,199,1324,1,gan
2.35,3.05,0.61,0.44,2.29,0.93,1.0,2.96,0.06,0.0,0.99,1.9,1.47,1.23,0.55,0.52,0.21,0.95,4.08,2.7,1.2,10.38,0.5,6.66,0.04,0.34,0.18,0.1,0.0,0.97,0.0,0.47,0.4,1.35,0.08,0.41,1.88,0.08,0.32,0.13,0.0,0.03,0.2,0.36,1.14,0.0,0.46,0.09,0.008,0.3879999999999999,0.074,0.134,0.111,0.0,8.972000000000001,186,125,1,gan
0.0,1.16,0.28,0.57,2.27,2.3,0.72,2.95,0.12,0.94,0.16,0.5,0.44,0.0,0.47,0.12,0.72,1.28,12.5,0.69,1.94,0.8,0.64,0.67,0.38,0.34,0.0,0.94,0.06,3.38,0.55,0.0,0.44,0.3,0.0,0.42,0.14,0.25,0.47,0.65,0.0,0.45,0.52,0.97,0.64,0.94,0.0,0.41,0.335,2.013,0.186,2.224,0.763,3.879,3.254,84,256,1,gan
0.45,1.47,1.16,0.21,2.17,0.39,2.25,3.19,1.17,4.09,0.98,0.5,1.52,1.26,0.14,1.17,0.81,1.5,0.94,3.42,3.63,9.29,1.14,1.94,0.36,1.36,0.0,0.0,0.0,0.0,0.0,0.47,1.36,0.0,0.33,0.73,0.22,0.5,0.0,0.24,0.0,0.25,0.49,0.02,5.55,0.62,0.0,0.24,0.182,0.195,0.073,1.32,0.201,0.034,1.823,159,921,1,gan
0.15,0.97,0.67,0.49,0.24,0.98,1.33,0.61,0.76,1.81,0.33,1.36,0.14,0.87,0.34,0.9,2.22,2.07,1.68,4.96,1.86,1.29,0.28,1.14,0.32,0.98,0.0,0.59,0.0,0.11,0.0,0.0,1.88,0.14,0.07,0.63,0.29,0.46,0.65,0.22,0.0,0.34,0.2,0.3,0.65,0.1,0.06,0.0,0.018,0.092,0.447,0.25,0.868,0.092,2.141,689,109,1,gan
0.77,0.54,1.97,0.81,1.06,1.47,0.19,0.12,0.62,1.72,1.63,1.03,0.24,1.23,2.11,1.97,1.61,2.32,1.2,0.76,1.05,0.27,0.8,0.24,0.17,0.0,1.28,0.94,0.0,0.97,0.55,0.47,0.15,0.19,0.03,0.24,1.47,0.46,0.11,0.4,0.0,0.36,0.12,0.04,0.24,0.38,0.46,0.77,0.0139999999999999,0.06,0.0,0.141,0.957,0.152,2.576,70,306,1,gan
0.05,1.72,1.01,0.42,1.44,0.26,1.96,1.26,2.12,0.15,0.15,0.34,0.0,0.06,1.04,1.42,0.1,1.17,2.73,0.09,3.61,5.78,0.29,1.09,0.19,0.36,0.0,0.48,0.47,0.18,0.0,0.0,1.25,0.14,0.0,0.41,0.68,0.0,0.48,0.0,0.0,0.11,0.64,0.16,5.55,0.94,0.0,0.11,0.159,0.352,0.185,0.088,0.465,0.095,5.175,36,96,1,gan
0.9,1.16,1.0,0.42,1.65,2.54,2.16,1.25,0.57,0.81,1.47,0.18,1.53,1.22,0.69,2.13,0.39,0.4,0.0,1.04,0.59,0.81,1.36,1.11,0.52,0.52,0.43,0.0,0.06,0.12,0.0,0.0,1.4,0.14,0.19,0.05,1.21,0.0,0.17,1.19,0.1,0.32,0.36,0.16,2.15,0.46,0.34,0.24,0.283,0.052,0.0289999999999999,1.9,0.188,0.083,5.792000000000001,80,1280,1,gan
2.32,0.43,2.99,0.04,0.16,1.4,0.37,0.54,1.09,1.47,0.63,0.33,0.0,1.2,0.04,1.31,0.23,0.93,2.06,0.17,3.89,0.38,1.12,1.31,0.33,0.0,0.0,0.24,0.12,0.24,0.0,0.0,0.0,0.12,0.03,0.86,0.19,0.03,0.34,0.93,0.0,0.0,0.36,0.0,0.86,1.47,0.11,0.77,0.073,0.25,0.091,2.249,1.05,0.032,4.965,8,474,1,gan
1.19,0.92,3.03,0.06,1.72,0.94,0.36,0.37,0.95,1.78,1.36,0.23,0.4,0.09,0.81,0.52,1.65,0.84,0.28,0.1,2.17,9.04,0.79,0.0,0.68,0.36,1.28,0.28,0.02,0.17,0.0,0.0,0.08,0.12,0.48,0.43,0.3,0.29,0.25,0.52,0.0,0.0,0.12,0.03,0.45,0.47,0.34,0.11,0.47,0.0579999999999999,0.186,0.823,0.466,0.153,3.275,137,12,1,gan
1.24,1.96,1.77,1.29,1.28,1.1,0.49,0.25,0.5,3.75,0.74,6.25,0.16,0.09,1.15,2.83,0.18,1.28,2.35,4.76,0.0,10.17,1.61,0.32,0.05,0.26,0.0,0.42,0.12,0.0,0.0,0.47,0.15,0.0,0.0,1.35,0.29,0.12,0.19,0.03,0.0,0.36,0.04,0.08,0.89,2.5,0.0,0.0,0.022,0.247,0.066,0.996,0.4589999999999999,1.724,2.866,7,446,1,gan
2.43,1.31,3.7,13.63,1.56,0.78,1.08,1.12,0.17,2.88,0.73,0.72,0.91,0.11,0.29,1.66,0.68,4.51,3.92,1.26,0.51,9.04,0.99,0.67,1.16,1.22,0.0,0.81,0.05,0.0,0.0,0.0,0.19,0.17,0.0,0.45,0.07,0.29,1.07,0.38,0.0,0.03,0.2,0.08,0.9,0.37,0.0,0.3,0.04,0.299,0.095,2.894,0.239,0.078,1.102,581,508,1,gan
0.9,0.37,0.33,1.29,0.74,0.81,0.46,0.55,0.25,1.13,0.47,2.05,0.36,0.38,0.09,0.7,0.08,1.46,5.86,1.03,4.48,2.0,0.12,0.7,0.09,0.36,0.0,0.19,0.0,0.1,0.0,0.0,0.02,0.0,0.33,0.97,1.46,0.12,0.51,0.14,0.0,0.03,0.05,0.0,0.25,0.08,0.0,0.0,0.123,0.152,0.109,0.113,0.065,0.069,1.375,108,1123,1,gan
0.46,1.11,1.38,0.95,1.25,0.45,0.76,1.1,0.71,5.0,0.06,1.24,0.25,0.1,1.61,1.11,0.95,0.66,1.47,0.04,1.07,9.04,0.81,0.14,0.34,0.26,0.0,0.0,0.11,0.1,1.36,0.0,0.15,0.17,0.0,1.62,0.25,0.19,0.1,0.16,0.0,0.11,0.2,0.8,0.1,1.47,0.02,0.11,0.233,0.04,0.059,0.979,0.031,0.25,4.08,19,2184,1,gan
1.19,0.16,0.1,1.16,2.27,0.38,0.05,0.99,0.39,2.64,0.12,1.92,0.42,2.05,1.02,0.22,1.47,0.28,4.68,0.76,0.48,9.53,1.38,0.12,0.95,0.26,0.18,0.59,0.12,0.12,0.4,0.0,0.59,0.14,0.51,0.52,0.2,0.1,0.73,0.43,0.0,0.32,0.18,0.02,0.1,0.36,0.46,0.11,0.0559999999999999,0.051,0.134,0.904,0.149,0.157,1.7,581,180,1,gan
0.21,3.05,0.43,0.17,0.95,0.99,0.39,0.29,0.84,1.49,0.26,0.53,0.16,1.08,0.76,2.5,0.46,0.11,4.44,0.46,1.3,9.33,0.34,1.0,0.98,0.26,0.0,0.36,0.11,0.97,0.0,0.47,0.34,0.0,0.68,0.0,1.34,0.11,0.48,1.59,0.0,0.45,0.11,0.96,0.56,0.81,0.06,0.09,0.261,0.267,0.161,1.336,0.064,0.069,1.394,136,95,1,gan
0.7,0.02,0.72,4.31,0.65,0.3,0.61,0.02,1.15,1.14,0.11,1.69,0.15,0.52,0.78,1.3,2.79,2.23,2.3,6.25,0.31,2.72,0.36,0.63,0.49,0.21,0.0,0.31,0.06,0.18,1.36,0.0,1.88,0.14,0.48,0.15,0.34,0.5,0.57,1.19,0.0,0.0,0.19,0.8,0.2,0.0,0.11,0.77,0.462,0.415,0.0,0.858,0.233,0.136,4.2,30,595,1,gan
0.21,1.49,1.23,0.49,1.3,1.14,0.19,0.33,0.11,1.31,1.65,2.18,0.16,1.65,0.0,0.54,0.32,1.88,3.77,1.04,4.54,13.34,0.1,0.12,0.34,1.35,0.0,0.42,0.0,3.38,0.0,0.0,0.53,0.17,0.6,0.23,0.64,0.42,0.11,0.63,0.0,0.38,0.2,0.08,0.35,0.48,0.06,0.2,0.249,0.026,0.145,0.098,0.532,0.236,5.13,119,384,1,gan
0.13,0.62,2.22,0.17,0.05,1.09,0.29,0.86,0.25,0.83,0.06,0.47,0.69,0.44,0.77,1.4,3.38,2.43,2.81,2.38,0.93,6.75,0.44,0.59,0.0,0.52,0.0,0.73,0.05,0.0,0.0,0.0,0.41,0.0,0.09,0.0,0.38,0.11,0.33,0.09,0.0,0.06,0.16,1.16,0.8,1.16,0.0,0.77,0.022,0.152,0.038,0.522,0.244,0.33,15.493,48,425,1,gan
0.12,0.29,2.38,0.0,0.2,1.09,0.59,0.57,0.12,1.09,0.89,2.08,0.76,0.52,0.22,0.54,0.53,0.77,4.3,1.98,1.45,7.97,0.14,0.45,0.26,1.49,0.0,0.94,0.0,0.18,0.0,0.0,0.05,0.0,0.13,0.84,1.63,0.19,0.02,0.2,0.0,0.0,0.02,0.06,1.35,1.16,0.03,0.26,0.767,0.0559999999999999,1.171,1.689,0.261,0.078,26.5,56,717,1,gan
0.67,0.09,0.31,0.0,2.25,1.36,0.37,0.25,0.68,1.25,0.28,0.6,0.31,1.2,1.81,1.34,2.0,0.34,4.3,1.98,0.51,10.58,1.85,0.31,0.68,0.09,0.0,1.66,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.32,0.0,0.57,0.12,0.0,0.34,0.16,0.25,0.67,0.02,0.11,0.41,0.215,0.818,0.104,0.305,0.596,0.998,4.685,4,496,1,gan
0.23,0.7,1.04,0.52,0.1,0.46,1.96,0.19,0.25,0.78,0.15,1.36,0.23,1.16,2.21,0.76,0.31,1.27,4.0,0.2,1.21,2.43,1.13,0.25,1.35,0.97,0.43,1.36,0.47,0.0,0.0,0.0,0.47,0.12,0.0,0.52,0.41,0.12,0.09,0.15,0.0,0.37,0.0,0.3,0.44,2.5,0.03,0.77,0.179,0.159,0.047,0.042,0.473,0.0,3.305,155,657,1,gan
1.04,0.56,0.75,0.58,1.93,0.08,0.23,0.85,0.12,0.51,0.68,1.19,0.11,0.12,0.04,1.36,3.29,1.41,0.94,1.29,0.35,9.53,1.02,0.51,2.06,1.35,0.18,0.15,0.0,3.38,1.36,0.0,0.15,0.38,0.08,1.03,0.81,1.56,0.0,0.68,0.0,0.06,0.19,1.05,0.89,2.5,0.0,0.09,0.061,0.024,0.185,1.132,0.123,0.07,13.5,304,727,1,gan
0.18,0.25,0.18,0.52,2.16,1.49,0.77,2.02,0.2,1.16,0.08,0.44,1.61,1.32,0.58,1.26,2.53,2.41,3.03,0.34,1.01,9.5,0.1,1.96,0.02,0.05,0.0,0.31,0.47,2.24,1.36,0.47,0.45,0.17,0.08,0.12,0.42,0.25,1.88,0.11,0.0,0.03,0.08,0.36,1.44,0.0,0.0,0.09,0.049,0.2,0.525,1.133,0.045,0.478,4.035,154,94,1,gan
